productCode,gross_weight,net_weight,product_type,selling_price
21PND01323,0.37,0.37,21KPND,14.62
21PND01322,0.92,0.92,21KPND,14.62
21PND01320,2.02,2.02,21KPND,14.62
21PND01319,2.56,2.56,21KPND,14.62
18RNG10210,3.52,3.52,18RNG,20
18RNG10209,2.87,2.87,18RNG,20
18PND15612,1.65,1.65,18PND,18
18PND15610,3.21,3.21,18PND,18
18PND15609,1.8,1.8,18PND,20
18PND15608,1.97,1.97,18PND,20
18PND15607,2.48,2.48,18PND,19
18PND15606,0.81,0.81,18PND,19
18PND15605,0.83,0.83,18PND,19
18PND15603,0.85,0.85,18PND,19
18PND15602,0.85,0.85,18PND,19
18PND15601,5.23,5.23,18PND,19
18PND15597,2.21,2.21,18PND,17
18PND15595,1.33,1.33,18PND,17
18PND15594,0.94,0.94,18PND,17
18PND15593,1.29,1.29,18PND,17
18PND15592,0.92,0.92,18PND,17
18PND15591,0.93,0.93,18PND,17
18PND15590,1.27,1.27,18PND,22
18PND15589,1.17,1.17,18PND,22
18PND15588,1.21,1.21,18PND,22
18PND15587,1.22,1.22,18PND,22
18PND15586,1.2,1.2,18PND,22
18ERS15787,2.44,2.44,18ERS,25
18ERS15783,7.43,7.43,18ERS,19
18CHN15172,0.36,0.36,18CHN,25
18CHN15171,0.35,0.35,18CHN,25
18CHN15170,0.34,0.34,18CHN,25
18CHN15169,0.35,0.35,18CHN,25
18CHN15168,0.35,0.35,18CHN,25
18CHN15167,0.34,0.34,18CHN,25
18CHN15164,0.36,0.36,18CHN,25
18CHN15163,0.36,0.36,18CHN,25
18CHN15161,0.35,0.35,18CHN,25
18CHN15160,0.36,0.36,18CHN,25
18CHN15159,2.48,2.48,18CHN,13.5
18CHN15152,9.32,9.32,18CHN,13.5
18CHN15143,3.86,3.86,18CHN,13.5
18CHN15135,1.93,1.93,18CHN,13.5
18CHN15129,1.94,1.94,18CHN,13.5
18CHN15128,1.91,1.91,18CHN,13.5
18CHN15127,3.86,3.86,18CHN,13.5
18CHN15126,2.58,2.58,18CHN,13.5
18CHN15124,14.9,14.9,18CHN,19
18CHN15105,1.51,1.51,18CHN,19
18CHN15102,1.5,1.5,18CHN,19
18CHN15101,1.58,1.58,18CHN,19
18CHN15097,1.49,1.49,18CHN,19
18CHN15093,2.72,2.72,18CHN,17
18CHN15090,0.88,0.88,18CHN,17
18CHN15089,2.74,2.74,18CHN,17
18CHN15080,2.95,2.95,18CHN,17
18CHN15078,2.47,2.47,18CHN,17
18CHN15077,1.4,1.4,18CHN,17
18CHN15076,0.86,0.86,18CHN,17
18CHN15075,3.33,3.33,18CHN,17
18CHN15072,2.69,2.69,18CHN,17
18CHN15063,1.65,1.65,18CHN,17
18CHN15062,0.79,0.79,18CHN,17
18CHN15051,3.31,3.31,18CHN,17
18CHN15050,3.25,3.25,18CHN,17
18CHN15048,1.4,1.4,18CHN,17
18CHN15046,0.82,0.82,18CHN,17
18CHN15043,1.69,1.69,18CHN,17
18BRL05057,6.49,6.49,18BRL,13.5
18BRL05055,3.58,3.58,18BRL,13.5
18BRL05047,1.25,1.25,18BRL,19
18BRL05044,0.88,0.88,18BRL,19
18BRL05043,0.88,0.88,18BRL,19
18CHN15041,2.06,2.06,18CHN,17
18BRL05042,0.83,0.83,18BRL,19
18BRL05040,1.24,1.24,18BRL,19
18BRL05038,0.89,0.89,18BRL,19
18BRL05036,0.88,0.88,18BRL,19
18BRL05035,0.89,0.89,18BRL,19
18BRL05025,0.89,0.89,18BRL,19
18BRL05024,1.24,1.24,18BRL,19
18BRL05023,7.44,7.44,18BRL,19
18CHN15039,0.85,0.85,18CHN,17
18BRL05022,9.41,9.41,18BRL,19
18BRL05017,9.76,9.76,18BRL,19
18BRL05016,9.38,9.38,18BRL,19
18BRL05015,6.91,6.91,18BRL,19
18BRL05014,1.24,1.24,18BRL,19
18BRL05013,1.24,1.24,18BRL,19
18BRL05012,1.22,1.22,18BRL,19
18BRL05011,0.89,0.89,18BRL,19
18BRL05009,1.13,1.13,18BRL,19
18BRL05008,0.89,0.89,18BRL,19
18BRL05004,1.27,1.27,18BRL,19
18BRL05002,0.89,0.89,18BRL,19
18BRL05000,1.26,1.26,18BRL,19
18BRL04998,1.24,1.24,18BRL,19
18BRL04993,4.19,4.19,18BRL,17
18CHN15036,2.96,2.96,18CHN,17
18BRL04986,0.71,0.71,18BRL,17
18BRL04983,0.72,0.72,18BRL,17
18CHN15035,0.86,0.86,18CHN,17
18CHN15034,1.4,1.4,18CHN,17
18CHN15058,1.99,1.99,18CHN,17
18CHN15026,0.87,0.87,18CHN,17
18CHN15021,1.41,1.41,18CHN,17
18CHN15016,0.79,0.79,18CHN,17
18CHN15015,0.77,0.77,18CHN,17
18CHN15014,0.84,0.84,18CHN,17
18CHN15011,2.72,2.72,18CHN,17
18CHN15055,0.77,0.77,18CHN,17
18BGL02453,8.58,8.58,18BGL,22
18CHN15052,0.79,0.79,18CHN,17
18PND15702,9.37,9.37,18PND,21.07
18PND15701,7.17,7.17,18PND,21.07
18PND15613,1.79,1.79,18PND,21.07
18PND15614,3.29,3.29,18PND,21.07
18PND15616,6.75,6.75,18PND,21.07
18PND15617,4.34,4.34,18PND,21.07
18PND15618,3.8,3.8,18PND,21.07
18PND15619,4.72,4.72,18PND,21.07
18PND15620,4.51,4.51,18PND,21.07
18PND15621,4.99,4.99,18PND,21.07
18PND15622,4.29,4.29,18PND,21.07
18PND15623,5.02,5.02,18PND,21.07
18PND15624,4.45,4.45,18PND,21.07
18PND15625,4.96,4.96,18PND,21.07
18PND15626,5.29,5.29,18PND,21.07
18PND15627,4.29,4.29,18PND,21.07
18PND15628,4.51,4.51,18PND,21.07
18PND15629,7.94,7.94,18PND,21.07
18PND15630,4.01,4.01,18PND,21.07
18PND15631,7.91,7.91,18PND,21.07
18PND15632,6.96,6.96,18PND,21.07
18PND15634,5.73,5.73,18PND,21.07
18PND15635,10.54,10.54,18PND,21.07
18PND15638,1.87,1.87,18PND,21.07
18PND15639,6.15,6.15,18PND,21.07
18PND15641,4.36,4.36,18PND,21.07
18PND15642,4.85,4.85,18PND,21.07
18PND15643,7.36,7.36,18PND,21.07
18PND15644,5.91,5.91,18PND,21.07
18PND15645,4.37,4.37,18PND,21.07
18PND15647,3.22,3.22,18PND,21.07
18PND15648,3.51,3.51,18PND,21.07
18PND15649,7.17,7.17,18PND,21.07
18PND15650,3.82,3.82,18PND,21.07
18PND15651,6.9,6.9,18PND,21.07
18PND15652,4.84,4.84,18PND,21.07
18PND15653,3.22,3.22,18PND,21.07
18PND15654,2.36,2.36,18PND,21.07
18PND15656,6.75,6.75,18PND,21.07
18PND15659,3.7,3.7,18PND,21.07
18PND15660,3.2,3.2,18PND,21.07
18PND15662,7.79,7.79,18PND,21.07
18PND15663,5.67,5.67,18PND,21.07
18PND15664,4.61,4.61,18PND,21.07
18PND15665,5.55,5.55,18PND,21.07
18PND15666,2.53,2.53,18PND,21.07
18PND15667,4.46,4.46,18PND,21.07
18PND15668,4.33,4.33,18PND,21.07
18PND15670,1.27,1.27,18PND,21.07
18PND15671,3.06,3.06,18PND,21.07
18PND15672,2.62,2.62,18PND,21.07
18PND15673,7.45,7.45,18PND,21.07
18PND15674,6.8,6.8,18PND,21.07
18PND15675,7.43,7.43,18PND,21.07
18PND15676,18.96,18.96,18PND,21.07
18PND15677,6.68,6.68,18PND,21.07
18PND15678,6.34,6.34,18PND,21.07
18PND15679,12.35,12.35,18PND,21.07
18PND15681,7.97,7.97,18PND,21.07
18PND15683,6.31,6.31,18PND,21.07
18PND15684,4.34,4.34,18PND,21.07
18PND15686,12.84,12.84,18PND,21.07
18PND15687,12.79,12.79,18PND,21.07
18PND15688,7.98,7.98,18PND,21.07
18PND15689,6.96,6.96,18PND,21.07
18PND15690,7.9,7.9,18PND,21.07
18PND15691,7.32,7.32,18PND,21.07
18PND15692,5.5,5.5,18PND,21.07
18PND15693,6.13,6.13,18PND,21.07
18PND15694,8.23,8.23,18PND,21.07
18PND15695,8.08,8.08,18PND,21.07
18PND15696,7.36,7.36,18PND,21.07
18PND15697,7.59,7.59,18PND,21.07
18PND15698,7.95,7.95,18PND,21.07
18PND15699,5.76,5.76,18PND,21.07
18PND15700,6.68,6.68,18PND,21.07
18PND15703,1.87,1.87,18PND,21.07
18PND15704,2.99,2.99,18PND,21.07
18PND15705,2.4,2.4,18PND,21.07
18PND15706,3.63,3.63,18PND,21.07
18PND15708,3.6,3.6,18PND,21.07
18PND15711,1.36,1.36,18PND,21.07
18PND15712,6.37,6.37,18PND,21.07
18PND15713,5.37,5.37,18PND,21.07
18PND15714,4.02,4.02,18PND,21.07
18PND15715,2.25,2.25,18PND,21.07
18PND15716,2.68,2.68,18PND,21.07
18PND15717,4.05,4.05,18PND,21.07
18PND15719,10.91,10.91,18PND,21.07
18PND15720,2.98,2.98,18PND,21.07
18PND15721,4.12,4.12,18PND,21.07
18PND15722,3.6,3.6,18PND,21.07
18PND15723,9.62,9.62,18PND,21.07
18PND15724,6.8,6.8,18PND,21.07
18PND15725,18.7,18.7,18PND,21.07
18PND15726,10.42,10.42,18PND,21.07
18PND15728,4.61,4.61,18PND,21.07
18PND15729,4.01,4.01,18PND,21.07
18PND15730,3.77,3.77,18PND,21.07
18PND15731,3.92,3.92,18PND,21.07
18PND15733,2.13,2.13,18PND,21.07
18PND15734,1.41,1.41,18PND,21.07
18PND15736,1.86,1.86,18PND,21.07
18PND15738,0.25,0.25,18PND,21.07
18PND15739,0.96,0.96,18PND,21.07
18PND15741,2.98,2.98,18PND,21.07
18PND15743,7.43,7.43,18PND,21.07
18PND15745,2,2,18PND,21.07
18PND15746,1.24,1.24,18PND,21.07
18PND15747,4.03,4.03,18PND,21.07
18PND15748,3.61,3.61,18PND,21.07
18PND15749,3.62,3.62,18PND,21.07
18PND15752,4.12,4.12,18PND,21.07
18PND15753,5.89,5.89,18PND,21.07
18PND15755,4.13,4.13,18PND,21.07
18PND15756,4.06,4.06,18PND,21.07
18PND15758,3.43,3.43,18PND,21.07
18PND15759,5.31,5.31,18PND,21.07
18PND15760,10.66,10.66,18PND,21.07
18PND15761,11.14,11.14,18PND,21.07
18PND15762,9.25,9.25,18PND,21.07
18PND15763,1.14,1.14,18PND,21.07
18PND15764,6.24,6.24,18PND,21.07
18PND15765,2.95,2.95,18PND,21.07
18PND15766,3.09,3.09,18PND,21.07
18PND15767,3.53,3.53,18PND,21.07
18PND15768,3.12,3.12,18PND,21.07
18PND15770,3.52,3.52,18PND,21.07
18PND15771,3.79,3.79,18PND,21.07
18PND15772,2.97,2.97,18PND,21.07
18PND15773,3.44,3.44,18PND,21.07
18PND15774,8.56,8.56,18PND,21.07
18PND15775,4.3,4.3,18PND,21.07
18PND15776,1.23,1.23,18PND,21.07
18PND15777,3.01,3.01,18PND,21.07
18PND15778,2.48,2.48,18PND,21.07
18PND15779,2.37,2.37,18PND,21.07
18PND15853,1.41,1.41,18PND,21.07
18PND15854,1.38,1.38,18PND,21.07
18PND15841,0.98,0.98,18PND,21.07
18PND15846,0.85,0.85,18PND,21.07
18PND15851,2.35,2.35,18PND,21.07
18PND15849,1.93,1.93,18PND,21.07
18PND15839,0.72,0.72,18PND,21.07
18PND15840,1.1,1.1,18PND,21.07
18PND15847,1.02,1.02,18PND,21.07
18PND15838,1.68,1.68,18PND,21.07
18PND15842,1.98,1.98,18PND,21.07
18PND15837,1.11,1.11,18PND,21.07
18PND15836,1.81,1.81,18PND,21.07
18PND15821,0.46,0.46,18PND,21.07
18PND15826,0.58,0.58,18PND,21.07
18PND15800,2.65,2.65,18PND,21.07
18PND15813,0.69,0.69,18PND,21.07
18PND15827,0.85,0.85,18PND,21.07
18PND15824,1.68,1.68,18PND,21.07
18PND15835,1.93,1.93,18PND,21.07
18PND15811,1.19,1.19,18PND,21.07
18PND15825,1.19,1.19,18PND,21.07
18PND15828,0.97,0.97,18PND,21.07
18PND15817,0.72,0.72,18PND,21.07
18PND15819,0.74,0.74,18PND,21.07
18PND15832,1.08,1.08,18PND,21.07
18PND15814,1.86,1.86,18PND,21.07
18PND15823,1.1,1.1,18PND,21.07
18PND15818,0.7,0.7,18PND,21.07
18PND15807,3.78,3.78,18PND,21.07
18PND15810,1.94,1.94,18PND,21.07
18PND15834,1.9,1.9,18PND,21.07
18PND15833,0.83,0.83,18PND,21.07
18PND15799,0.7,0.7,18PND,21.07
18PND15816,0.47,0.47,18PND,21.07
18PND15815,1.7,1.7,18PND,21.07
18PND15802,2.16,2.16,18PND,21.07
18PND15808,6.24,6.24,18PND,21.07
18PND15805,2.4,2.4,18PND,21.07
18PND15804,1.26,1.26,18PND,21.07
18PND15822,1.96,1.96,18PND,21.07
18PND15806,1.02,1.02,18PND,21.07
18PND15796,1.91,1.91,18PND,21.07
18PND15797,1.24,1.24,18PND,21.07
18PND15795,1.87,1.87,18PND,21.07
18PND15791,2.19,2.19,18PND,21.07
18PND15790,1.31,1.31,18PND,21.07
18PND15792,4.51,4.51,18PND,21.07
18PND15789,1.48,1.48,18PND,21.07
18PND15788,2.9,2.9,18PND,21.07
18PND15787,0.93,0.93,18PND,21.07
18PND15785,1.93,1.93,18PND,21.07
18PND15784,1.9,1.9,18PND,21.07
18PND15912,5.8,5.8,18PND,21.07
18PND15908,2.4,2.4,18PND,21.07
18PND15906,5.06,5.06,18PND,21.07
18PND15907,5.12,5.12,18PND,21.07
18PND15909,5.16,5.16,18PND,21.07
18PND15910,2.36,2.36,18PND,21.07
18PND15903,2.6,2.6,18PND,21.07
18PND15901,2.62,2.62,18PND,21.07
18PND15902,1.7,1.7,18PND,21.07
18PND15900,1.68,1.68,18PND,21.07
18PND15898,2.18,2.18,18PND,21.07
18PND15899,1.66,1.66,18PND,21.07
18PND15897,0.94,0.94,18PND,21.07
18PND15894,1.15,1.15,18PND,21.07
18PND15893,2,2,18PND,21.07
18PND15892,0.64,0.64,18PND,21.07
18PND15890,1.33,1.33,18PND,21.07
18PND15889,0.68,0.68,18PND,21.07
18PND15887,0.86,0.86,18PND,21.07
18PND15886,1.05,1.05,18PND,21.07
18PND15885,0.74,0.74,18PND,21.07
18PND15882,1.66,1.66,18PND,21.07
18PND15883,1.02,1.02,18PND,21.07
18PND15881,0.93,0.93,18PND,21.07
18PND15880,0.61,0.61,18PND,21.07
18PND15878,4.46,4.46,18PND,21.07
18PND15877,1.61,1.61,18PND,21.07
18PND15873,2.74,2.74,18PND,21.07
18PND15872,3.06,3.06,18PND,21.07
18PND15871,0.89,0.89,18PND,21.07
18PND15870,1.42,1.42,18PND,21.07
18PND15868,3.38,3.38,18PND,21.07
18PND15867,0.82,0.82,18PND,21.07
18PND15866,2.38,2.38,18PND,21.07
18PND15863,3.4,3.4,18PND,21.07
18PND15864,4.38,4.38,18PND,21.07
18PND15862,2.6,2.6,18PND,21.07
18PND15860,2.21,2.21,18PND,21.07
18PND15861,1.79,1.79,18PND,21.07
18PND15859,2.02,2.02,18PND,21.07
18PND15858,1.33,1.33,18PND,21.07
18PND15857,1.34,1.34,18PND,21.07
18PND15856,2.14,2.14,18PND,21.07
21ERS01721,4.84,4.84,21KERS,14.62
21ERS01720,6.02,6.02,21KERS,14.62
21ERS01719,8.4,8.4,21KERS,14.62
21ERS01716,9.21,9.21,21KERS,14.62
21ERS01712,7.2,7.2,21KERS,14.62
21ERS01717,12.42,12.42,21KERS,14.62
21ERS01709,4.06,4.06,21KERS,14.62
21ERS01715,7.47,7.47,21KERS,14.62
21ERS01718,12.3,12.3,21KERS,14.62
21ERS01714,7.69,7.69,21KERS,14.62
21ERS01713,11.64,11.64,21KERS,14.62
21ERS01711,9.3,9.3,21KERS,14.62
21ERS01710,10.59,10.59,21KERS,14.62
21ERS01708,8.38,8.38,21KERS,14.62
18CHN15216,14.49,14.49,18CHN,21.07
18CHN15217,15.71,15.71,18CHN,21.07
18CHN15215,9.72,9.72,18CHN,21.07
18CHN15213,22.21,22.21,18CHN,21.07
18CHN15212,7.38,7.38,18CHN,21.07
18CHN15211,12.65,12.65,18CHN,21.07
18CHN15210,14.32,14.32,18CHN,21.07
18CHN15208,17.75,17.75,18CHN,21.07
18CHN15209,13.42,13.42,18CHN,21.07
18CHN15207,8.81,8.81,18CHN,21.07
18CHN15206,13.68,13.68,18CHN,21.07
18CHN15205,11.26,11.26,18CHN,21.07
18CHN15203,14.47,14.47,18CHN,21.07
18CHN15200,9.01,9.01,18CHN,21.07
18CHN15204,16.49,16.49,18CHN,21.07
18CHN15199,8.61,8.61,18CHN,21.07
18CHN15198,12.44,12.44,18CHN,21.07
18CHN15197,11.04,11.04,18CHN,21.07
18CHN15196,8.38,8.38,18CHN,21.07
18CHN15194,4.75,4.75,18CHN,21.07
18CHN15192,10.05,10.05,18CHN,21.07
18CHN15193,12.37,12.37,18CHN,21.07
18CHN15195,13.64,13.64,18CHN,21.07
18CHN15189,10.55,10.55,18CHN,21.07
18CHN15188,7.2,7.2,18CHN,21.07
18CHN15186,8.28,8.28,18CHN,21.07
18CHN15184,12,12,18CHN,21.07
18CHN15183,2.39,2.39,18CHN,21.07
18CHN15181,1.55,1.55,18CHN,21.07
18CHN15180,14.57,14.57,18CHN,21.07
18CHN15179,2.3,2.3,18CHN,21.07
18CHN15177,16.53,16.53,18CHN,21.07
18CHN15257,4.2,4.2,18CHN,21.07
18CHN15256,2.34,2.34,18CHN,21.07
18CHN15221,3.24,3.24,18CHN,21.07
18CHN15226,3.27,3.27,18CHN,21.07
18CHN15223,3.32,3.32,18CHN,21.07
18CHN15229,1.42,1.42,18CHN,21.07
18CHN15219,1.34,1.34,18CHN,21.07
18CHN15230,6.37,6.37,18CHN,21.07
18CHN15231,4.35,4.35,18CHN,21.07
18CHN15232,0.94,0.94,18CHN,21.07
18CHN15234,3.5,3.5,18CHN,21.07
18CHN15236,3.64,3.64,18CHN,21.07
18CHN15237,2.52,2.52,18CHN,21.07
18CHN15238,1.89,1.89,18CHN,21.07
18CHN15240,4.11,4.11,18CHN,21.07
18CHN15241,3.74,3.74,18CHN,21.07
18CHN15242,4.23,4.23,18CHN,21.07
18CHN15244,3.94,3.94,18CHN,21.07
18CHN15246,3.57,3.57,18CHN,21.07
18CHN15248,2.59,2.59,18CHN,21.07
18CHN15249,3.19,3.19,18CHN,21.07
18CHN15250,1.89,1.89,18CHN,21.07
18CHN15252,1.77,1.77,18CHN,21.07
18CHN15254,9.63,9.63,18CHN,21.07
18CHN15253,3.94,3.94,18CHN,21.07
18CHN15255,5.47,5.47,18CHN,21.07
18PND15916,7.09,7.09,18PND,21.07
18PND15915,7.14,7.14,18PND,21.07
18PND15913,3.46,3.46,18PND,21.07
18CHN15258,2.41,2.41,18CHN,21.07
18CHN15259,11.29,11.29,18CHN,21.07
18CHN15261,4.04,4.04,18CHN,21.07
18CHN15260,6.94,6.94,18CHN,21.07
18CHN15263,18.88,18.88,18CHN,21.07
18CHN15265,14.24,14.24,18CHN,21.07
18CHN15266,8.76,8.76,18CHN,21.07
18CHN15269,5.48,5.48,18CHN,21.07
18CHN15272,10.71,10.71,18CHN,21.07
18CHN15271,10.25,10.25,18CHN,21.07
18CHN15273,7.34,7.34,18CHN,21.07
18CHN15274,7.35,7.35,18CHN,21.07
18CHN15276,8.77,8.77,18CHN,21.07
18CHN15277,9.25,9.25,18CHN,21.07
18CHN15283,8.5,8.5,18CHN,21.07
18CHN15285,16.7,16.7,18CHN,21.07
18CHN15289,6.31,6.31,18CHN,21.07
18CHN15286,6.48,6.48,18CHN,21.07
18CHN15287,5.68,5.68,18CHN,21.07
18CHN15290,10.42,10.42,18CHN,21.07
18CHN15293,18.56,18.56,18CHN,21.07
18CHN15296,9.02,9.02,18CHN,21.07
18CHN15300,8.71,8.71,18CHN,21.07
18CHN15299,5.41,5.41,18CHN,21.07
18CHN15301,9.06,9.06,18CHN,21.07
18CHN15302,4.02,4.02,18CHN,21.07
18CHN15304,8.15,8.15,18CHN,21.07
18CHN15306,21.05,21.05,18CHN,21.07
18PND15919,7.28,7.28,18PND,21.07
18CHN15307,3.84,3.84,18CHN,21.07
18CHN15309,4.88,4.88,18CHN,0
18CHN15310,3,3,18CHN,0
18CHN15311,5.34,5.34,18CHN,0
18CHN15312,4.09,4.09,18CHN,0
18CHN15316,3.09,3.09,18CHN,0
18CHN15314,1.03,1.03,18CHN,0
18CHN15317,0.89,0.89,18CHN,0
18CHN15318,3.19,3.19,18CHN,0
18CHN15319,8.46,8.46,18CHN,0
18CHN15320,5.43,5.43,18CHN,0
18CHN15321,1.87,1.87,18CHN,0
18CHN15322,6.64,6.64,18CHN,0
18CHN15323,7.86,7.86,18CHN,0
18CHN15325,3.97,3.97,18CHN,0
18CHN15326,10.25,10.25,18CHN,0
18CHN15327,10.88,10.88,18CHN,0
18CHN15329,5.47,5.47,18CHN,0
18CHN15328,2.01,2.01,18CHN,0
18CHN15330,5.14,5.14,18CHN,0
18CHN15331,8,8,18CHN,0
18CHN15332,8.6,8.6,18CHN,0
18PND15920,6.86,6.86,18PND,21.07
18CHN15335,1.71,1.71,18CHN,21.07
18CHN15336,1.45,1.45,18CHN,21.07
18CHN15337,0.66,0.66,18CHN,21.07
18CHN15338,0.97,0.97,18CHN,21.07
18CHN15339,0.88,0.88,18CHN,21.07
18CHN15340,1.64,1.64,18CHN,21.07
18CHN15341,1.11,1.11,18CHN,21.07
18CHN15342,1.03,1.03,18CHN,21.07
18CHN15343,1.17,1.17,18CHN,21.07
18CHN15345,6.17,6.17,18CHN,21.07
18CHN15346,9.21,9.21,18CHN,21.07
18CHN15348,1.04,1.04,18CHN,21.07
18CHN15349,3.79,3.79,18CHN,21.07
18CHN15350,1.45,1.45,18CHN,21.07
18CHN15351,5.34,5.34,18CHN,21.07
18CHN15352,1.81,1.81,18CHN,21.07
18CHN15354,7.85,7.85,18CHN,21.07
18CHN15355,8.49,8.49,18CHN,21.07
18CHN15356,1.75,1.75,18CHN,21.07
18CHN15357,1.74,1.74,18CHN,21.07
18CHN15360,0.92,0.92,18CHN,21.07
18CHN15361,1.7,1.7,18CHN,21.07
18CHN15362,1.16,1.16,18CHN,21.07
18CHN15363,1,1,18CHN,21.07
18CHN15385,0.94,0.94,18CHN,21.07
18CHN15384,2.31,2.31,18CHN,21.07
18CHN15364,1.04,1.04,18CHN,21.07
18CHN15368,1,1,18CHN,21.07
18CHN15370,1.44,1.44,18CHN,21.07
18CHN15369,2.45,2.45,18CHN,21.07
18CHN15372,2.53,2.53,18CHN,21.07
18CHN15373,1.07,1.07,18CHN,21.07
18CHN15366,2.08,2.08,18CHN,21.07
18CHN15375,1.24,1.24,18CHN,21.07
18CHN15367,1.9,1.9,18CHN,21.07
18CHN15376,0.94,0.94,18CHN,21.07
18CHN15377,2.26,2.26,18CHN,21.07
18CHN15378,2.18,2.18,18CHN,21.07
18CHN15380,1.2,1.2,18CHN,21.07
18CHN15379,2.77,2.77,18CHN,21.07
18CHN15383,1.17,1.17,18CHN,21.07
18BRL05083,32.77,32.77,18BRL,21.07
18BRL05082,4.93,4.93,18BRL,21.07
18BRL05067,2.1,2.1,18BRL,21.07
18BRL05068,2.11,2.11,18BRL,21.07
18BRL05069,5.63,5.63,18BRL,21.07
18BRL05070,4.86,4.86,18BRL,21.07
18BRL05072,8.29,8.29,18BRL,21.07
18BRL05074,10.27,10.27,18BRL,21.07
18BRL05075,4.93,4.93,18BRL,21.07
18BRL05078,7.76,7.76,18BRL,21.07
18BRL05077,8.21,8.21,18BRL,21.07
18BRL05079,9.43,9.43,18BRL,21.07
18BRL05080,12.86,12.86,18BRL,21.07
21CHN01534,16.03,16.03,21KCHN,14.62
21CHN01535,13.11,13.11,21KCHN,14.62
21CHN01536,13.26,13.26,21KCHN,14.62
21CHN01537,25.43,25.43,21KCHN,14.62
21CHN01538,30.22,30.22,21KCHN,14.62
21PND01393,5.33,5.33,21KPND,14.62
21CHN01540,13.11,13.11,21KCHN,14.62
21CHN01542,25.39,25.39,21KCHN,14.62
21CHN01544,13.15,13.15,21KCHN,14.62
21CHN01545,12.33,12.33,21KCHN,14.62
21CHN01546,18.37,18.37,21KCHN,14.62
21CHN01547,21.76,21.76,21KCHN,14.62
21CHN01549,35.08,35.08,21KCHN,14.62
21CHN01551,29.02,29.02,21KCHN,14.62
21CHN01552,15.08,15.08,21KCHN,14.62
21CHN01553,25.7,25.7,21KCHN,14.62
21CHN01554,20.56,20.56,21KCHN,14.62
21CHN01555,27.58,27.58,21KCHN,14.62
21RNG02284,1.48,1.48,21KRNG,14.62
21RNG02285,3.44,3.44,21KRNG,14.62
21RNG02286,5.16,5.16,21KRNG,14.62
21RNG02287,12.39,12.39,21KRNG,14.62
21RNG02288,2.7,2.7,21KRNG,14.62
21RNG02289,5.66,5.66,21KRNG,14.62
21RNG02290,1.82,1.82,21KRNG,14.62
21RNG02291,2.01,2.01,21KRNG,14.62
21RNG02292,4.9,4.9,21KRNG,14.62
21RNG02293,6.56,6.56,21KRNG,14.62
21RNG02294,6.65,6.65,21KRNG,14.62
21RNG02295,2.84,2.84,21KRNG,14.62
21RNG02296,2.43,2.43,21KRNG,14.62
21RNG02297,3,3,21KRNG,14.62
21RNG02298,4.23,4.23,21KRNG,14.62
21RNG02299,2.42,2.42,21KRNG,14.62
21RNG02313,2.83,2.83,21KRNG,14.62
21RNG02303,3.4,3.4,21KRNG,14.62
21RNG02302,1.74,1.74,21KRNG,14.62
21RNG02301,2.34,2.34,21KRNG,14.62
21RNG02300,2.04,2.04,21KRNG,14.62
21RNG02311,2.98,2.98,21KRNG,14.62
21RNG02310,2.3,2.3,21KRNG,14.62
21RNG02309,2.91,2.91,21KRNG,14.62
21RNG02308,5.61,5.61,21KRNG,14.62
21ERS01734,4.8,4.8,21KERS,14.62
21ERS01733,5.22,5.22,21KERS,14.62
21ERS01732,4.4,4.4,21KERS,14.62
21ERS01731,3.17,3.17,21KERS,14.62
21ERS01730,4.37,4.37,21KERS,14.62
21ERS01729,5.22,5.22,21KERS,14.62
21ERS01726,3.72,3.72,21KERS,14.62
21ERS01727,3.72,3.72,21KERS,14.62
21ERS01728,3.41,3.41,21KERS,14.62
21ERS01724,6.33,6.33,21KERS,14.62
21ERS01725,3.46,3.46,21KERS,14.62
21ERS01723,7.58,7.58,21KERS,14.62
21ERS01722,3.82,3.82,21KERS,14.62
21CHN01570,21.02,21.02,21KCHN,14.62
21CHN01569,10.5,10.5,21KCHN,14.62
21CHN01568,29.82,29.82,21KCHN,14.62
21CHN01566,19.13,19.13,21KCHN,14.62
21CHN01565,26.67,26.67,21KCHN,14.62
21CHN01563,18.2,18.2,21KCHN,14.62
21CHN01561,19.5,19.5,21KCHN,14.62
21CHN01560,28.05,28.05,21KCHN,14.62
21CHN01559,32.32,32.32,21KCHN,14.62
21CHN01557,11.76,11.76,21KCHN,14.62
21CHN01558,3.57,3.57,21KCHN,14.62
21BRL01072,3.41,3.41,21KBRL,14.62
21BRL01070,7.76,7.76,21KBRL,14.62
21BRL01071,7.04,7.04,21KBRL,14.62
21RNG02307,3.35,3.35,21KRNG,14.62
21BRL01068,4.79,4.79,21KBRL,14.62
21BRL01067,7.84,7.84,21KBRL,14.62
21RNG02306,1.96,1.96,21KRNG,14.62
21RNG02304,2.4,2.4,21KRNG,14.62
21PND01394,4.32,4.32,21KPND,14.62
21RNG02334,3.14,3.14,21KRNG,14.62
21RNG02333,2.71,2.71,21KRNG,14.62
21RNG02324,4.06,4.06,21KRNG,14.62
21RNG02323,2.14,2.14,21KRNG,14.62
21RNG02322,5.76,5.76,21KRNG,14.62
21RNG02321,6.91,6.91,21KRNG,14.62
21RNG02318,2.51,2.51,21KRNG,14.62
21RNG02316,3.36,3.36,21KRNG,14.62
21RNG02315,4.25,4.25,21KRNG,14.62
