productCode,gross_weight,net_weight,product_type,selling_price
18BGL02228,21.51,21.51,18BGL,21.07
18BGL02237,16.42,16.42,18BGL,21.07
18BGL02231,22.59,22.59,18BGL,21.07
18BGL02229,8.46,8.46,18BGL,21.07
18BGL02238,13.16,13.16,18BGL,21.07
18BGL02242,11.73,11.73,18BGL,21.07
18BGL02226,7.66,7.66,18BGL,21.07
18BGL02230,11.13,11.13,18BGL,21.07
18BGL02133,20.84,20.84,18BGL,21.07
18BGL02250,11.52,11.52,18BGL,21.07
18BGL02236,8.54,8.54,18BGL,21.07
18BGL02247,16,16,18BGL,21.07
18BGL02255,21.18,21.18,18BGL,21.07
18BGL02227,15.78,15.78,18BGL,21.07
18BGL02232,4.34,4.34,18BGL,21.07
18BGL02239,7.61,7.61,18BGL,21.07
18BGL02234,9.27,9.27,18BGL,21.07
18BGL02134,15.52,15.52,18BGL,21.07
18BGL02248,12.33,12.33,18BGL,21.07
18BGL02240,11.3,11.3,18BGL,21.07
18BGL02256,10.12,10.12,18BGL,21.07
18BGL02252,11.36,11.36,18BGL,21.07
18BGL02251,13.13,13.13,18BGL,21.07
18BGL02225,16.9,16.9,18BGL,21.07
18BGL02235,10.09,10.09,18BGL,21.07
18BGL02243,6.64,6.64,18BGL,21.07
18BGL02259,8.51,8.51,18BGL,21.07
18BGL02261,7.36,7.36,18BGL,21.07
18BGL02260,12.83,12.83,18BGL,21.07
18BGL02137,19.61,19.61,18BGL,21.07
18BGL02262,4.62,4.62,18BGL,21.07
18BGL02264,6.79,6.79,18BGL,21.07
18BGL02279,2.49,2.49,18BGL,21.07
18BGL02273,8.22,8.22,18BGL,21.07
18BGL02276,3.96,3.96,18BGL,21.07
18BGL02266,14.6,14.6,18BGL,21.07
18BGL02287,12.3,12.3,18BGL,21.07
18BGL02298,12.49,12.49,18BGL,21.07
18BGL02275,8.17,8.17,18BGL,21.07
18BGL02286,8.88,8.88,18BGL,21.07
18BGL02280,2.91,2.91,18BGL,21.07
18BGL02288,6.24,6.24,18BGL,21.07
18BGL02293,3.82,3.82,18BGL,21.07
18BGL02290,7.22,7.22,18BGL,21.07
18BGL02285,8.9,8.9,18BGL,21.07
18BGL02296,10.54,10.54,18BGL,21.07
18BGL02295,3.64,3.64,18BGL,21.07
18BGL02268,10.75,10.75,18BGL,21.07
18BGL02278,19.73,19.73,18BGL,21.07
18BGL02270,8.4,8.4,18BGL,21.07
18BGL02139,15.52,15.52,18BGL,21.07
18BGL02289,9.81,9.81,18BGL,21.07
18BGL02267,8.51,8.51,18BGL,21.07
18BGL02140,14.24,14.24,18BGL,21.07
18BGL02269,8.53,8.53,18BGL,21.07
18BGL02291,10.27,10.27,18BGL,21.07
18BGL02281,4.32,4.32,18BGL,21.07
18BGL02282,15.59,15.59,18BGL,21.07
18BGL02294,8.9,8.9,18BGL,21.07
18BGL02301,14.08,14.08,18BGL,21.07
18BGL02300,11.22,11.22,18BGL,21.07
18BGL02299,15.13,15.13,18BGL,21.07
18BGL02302,12.89,12.89,18BGL,21.07
18BGL02303,11.72,11.72,18BGL,21.07
18BGL02304,5.52,5.52,18BGL,21.07
18BGL02305,10.57,10.57,18BGL,21.07
18BGL02306,8.62,8.62,18BGL,21.07
18BGL02307,8.62,8.62,18BGL,21.07
18BGL02308,13.76,13.76,18BGL,21.07
18BGL02310,7.5,7.5,18BGL,21.07
18BGL02309,9.3,9.3,18BGL,21.07
18BGL02311,2.85,2.85,18BGL,21.07
18BGL02312,8.1,8.1,18BGL,21.07
18BGL02314,10.43,10.43,18BGL,21.07
18BGL02313,14.49,14.49,18BGL,21.07
18BGL02315,8.01,8.01,18BGL,21.07
18BGL02316,7.57,7.57,18BGL,21.07
18BGL02319,8.63,8.63,18BGL,21.07
18BGL02321,6.68,6.68,18BGL,21.07
18BGL02320,10.53,10.53,18BGL,21.07
18BGL02318,7.59,7.59,18BGL,21.07
18BGL02323,4.5,4.5,18BGL,21.07
18BGL02324,12.46,12.46,18BGL,21.07
18BGL02125,9.24,9.24,18BGL,21.07
18BGL02325,12.83,12.83,18BGL,21.07
18BGL02327,15.97,15.97,18BGL,21.07
18BGL02328,12.48,12.48,18BGL,19
18BGL02330,14.88,14.88,18BGL,19
18BGL02331,14.35,14.35,18BGL,19
18BGL02336,10.25,10.25,18BGL,5
18BGL02144,13.73,13.73,18BGL,21.07
18BGL02340,9.79,9.79,18BGL,5
18BGL02345,9.09,9.09,18BGL,5
18BGL02343,10.03,10.03,18BGL,5
18BGL02349,14.64,14.64,18BGL,21.07
18BGL02348,15.97,15.97,18BGL,21.07
18BGL02352,15.34,15.34,18BGL,21.07
18BGL02146,11.84,11.84,18BGL,21.07
18BGL02354,12,12,18BGL,21.07
18BGL02358,9.53,9.53,18BGL,21.07
18BGL02357,16.37,16.37,18BGL,21.07
18BGL02359,11.66,11.66,18BGL,21.07
18BGL02362,16.1,16.1,18BGL,21.07
18BGL02363,14.28,14.28,18BGL,21.07
18BGL02147,18.25,18.25,18BGL,21.07
18BGL02367,18.22,18.22,18BGL,21.07
18BGL02368,11.85,11.85,18BGL,21.07
18BGL02369,16.32,16.32,18BGL,21.07
18BGL02370,5.97,5.97,18BGL,21.07
18BGL02372,12.13,12.13,18BGL,21.07
18BGL02148,12.07,12.07,18BGL,21.07
18BGL02373,7.15,7.15,18BGL,21.07
18BGL02374,16.15,16.15,18BGL,21.07
18BGL02376,8.77,8.77,18BGL,21.07
18BGL02379,8.83,8.83,18BGL,21.07
18BGL02377,7.22,7.22,18BGL,21.07
18BRL04482,16.19,16.19,18BRL,19
18BRL04485,13.7,13.7,18BRL,19
18BRL04483,17.81,17.81,18BRL,19
18BRL04484,14.07,14.07,18BRL,19
18BRL04486,0.73,0.73,18BRL,19
18BRL04490,0.73,0.73,18BRL,19
18BRL04495,0.7,0.7,18BRL,19
18BRL04496,0.82,0.82,18BRL,19
18BRL04498,11.36,11.36,18BRL,17
18BRL04500,11.33,11.33,18BRL,21.07
18BGL02151,11.3,11.3,18BGL,21.07
18BRL04507,18.54,18.54,18BRL,21.07
18BRL04508,14.6,14.6,18BRL,21.07
18BRL04509,15.11,15.11,18BRL,21.07
18BRL04510,18.74,18.74,18BRL,21.07
18BRL04519,25.59,25.59,18BRL,21.07
18BRL04524,11.46,11.46,18BRL,21.07
18BRL04522,15.88,15.88,18BRL,21.07
18BRL04526,17.21,17.21,18BRL,21.07
18BGL02153,11.7,11.7,18BGL,21.07
18BRL04528,11.28,11.28,18BRL,21.07
18BRL04527,7.51,7.51,18BRL,21.07
18BRL04538,6.53,6.53,18BRL,21.07
18BRL04539,10.45,10.45,18BRL,21.07
18BRL04544,15.31,15.31,18BRL,21.07
18BGL02155,12.2,12.2,18BGL,21.07
18BRL04546,13.61,13.61,18BRL,21.07
18BRL04547,15.13,15.13,18BRL,21.07
18BRL04548,14.46,14.46,18BRL,21.07
18BRL04549,8.04,8.04,18BRL,21.07
18BRL04556,13.65,13.65,18BRL,21.07
18BGL02156,11.85,11.85,18BGL,21.07
18BRL04563,7.86,7.86,18BRL,21.07
18BGL02157,11.76,11.76,18BGL,21.07
18BRL04569,7.72,7.72,18BRL,21.07
18BRL04572,9.77,9.77,18BRL,21.07
18BRL04570,8.34,8.34,18BRL,21.07
18BRL04576,8.19,8.19,18BRL,21.07
18BRL04573,6.67,6.67,18BRL,21.07
18BRL04578,16.18,16.18,18BRL,21.07
18BRL04579,6.27,6.27,18BRL,21.07
18BRL04582,6.37,6.37,18BRL,21.07
18BRL04583,4.95,4.95,18BRL,21.07
18BGL02159,12.11,12.11,18BGL,21.07
18BRL04584,10.53,10.53,18BRL,21.07
18BRL04586,17.35,17.35,18BRL,21.07
18BRL04591,2.73,2.73,18BRL,21.07
18BRL04594,9.1,9.1,18BRL,21.07
18BRL04593,10.45,10.45,18BRL,21.07
18BRL04590,7.95,7.95,18BRL,21.07
18BGL02160,12.27,12.27,18BGL,21.07
18BRL04596,8.04,8.04,18BRL,21.07
18BRL04597,14.85,14.85,18BRL,21.07
18BRL04603,17.22,17.22,18BRL,21.07
18BRL04599,15.45,15.45,18BRL,21.07
18BRL04602,14.7,14.7,18BRL,21.07
18BGL02161,12.52,12.52,18BGL,21.07
18BRL04605,2.97,2.97,18BRL,21.07
18BRL04607,2.54,2.54,18BRL,21.07
18BRL04611,8.53,8.53,18BRL,21.07
18BRL04613,2.89,2.89,18BRL,21.07
18BGL02162,12.59,12.59,18BGL,21.07
18BRL04614,4.82,4.82,18BRL,21.07
18BRL04615,11.04,11.04,18BRL,21.07
18BRL04616,15.48,15.48,18BRL,21.07
18BRL04617,2.42,2.42,18BRL,21.07
18BRL04620,8.83,8.83,18BRL,21.07
18BRL04619,7.98,7.98,18BRL,21.07
18BRL04622,1.92,1.92,18BRL,21.07
18BRL04621,2.72,2.72,18BRL,21.07
18BRL04624,5.09,5.09,18BRL,21.07
18BRL04623,6.24,6.24,18BRL,21.07
18BGL02163,17.25,17.25,18BGL,21.07
18BRL04626,2.41,2.41,18BRL,21.07
18BRL04627,11.14,11.14,18BRL,21.07
18BRL04628,2.95,2.95,18BRL,21.07
18BRL04631,9.01,9.01,18BRL,21.07
18BRL04632,4.16,4.16,18BRL,21.07
18BRL04634,2.95,2.95,18BRL,21.07
18BGL02164,8.4,8.4,18BGL,21.07
18BRL04635,7.58,7.58,18BRL,21.07
18BRL04633,7.09,7.09,18BRL,21.07
18BRL04636,1.27,1.27,18BRL,21.07
18BRL04639,4.5,4.5,18BRL,21.07
18BRL04637,4,4,18BRL,21.07
18BRL04642,3.98,3.98,18BRL,21.07
18BRL04641,3.88,3.88,18BRL,21.07
18BRL04643,3.31,3.31,18BRL,21.07
18BRL04646,2.95,2.95,18BRL,21.07
18BRL04649,1.52,1.52,18BRL,21.07
18BRL04650,3.3,3.3,18BRL,21.07
18BRL04651,3.02,3.02,18BRL,21.07
18BRL04652,3.51,3.51,18BRL,21.07
18BRL04655,3.98,3.98,18BRL,21.07
18BRL04657,4.05,4.05,18BRL,21.07
18BRL04656,3.85,3.85,18BRL,21.07
18BRL04658,3.22,3.22,18BRL,21.07
18BRL04659,3.9,3.9,18BRL,21.07
18BRL04661,5.25,5.25,18BRL,21.07
18BRL04662,8.1,8.1,18BRL,21.07
18BRL04663,4,4,18BRL,21.07
18BRL04665,9.34,9.34,18BRL,21.07
18BRL04667,3.91,3.91,18BRL,21.07
18BRL04666,8.36,8.36,18BRL,21.07
18BRL04668,8.31,8.31,18BRL,21.07
18BRL04669,3.63,3.63,18BRL,21.07
18BRL04671,2.26,2.26,18BRL,21.07
18BRL04672,2.87,2.87,18BRL,21.07
18BRL04673,1.15,1.15,18BRL,21.07
18BRL04676,2.62,2.62,18BRL,21.07
18BRL04675,3.47,3.47,18BRL,21.07
18BRL04678,3.78,3.78,18BRL,21.07
18BRL04677,2.31,2.31,18BRL,21.07
18BRL04679,6.38,6.38,18BRL,21.07
18BRL04682,2.1,2.1,18BRL,21.07
18BRL04686,2.68,2.68,18BRL,21.07
18BRL04693,2.46,2.46,18BRL,21.07
18BRL04694,1.44,1.44,18BRL,21.07
18BRL04695,2.12,2.12,18BRL,21.07
18BRL04697,1.79,1.79,18BRL,21.07
18BRL04699,0.88,0.88,18BRL,21.07
18BRL04700,0.85,0.85,18BRL,21.07
18BRL04702,0.93,0.93,18BRL,21.07
18BRL04701,0.63,0.63,18BRL,21.07
18BRL04704,3.69,3.69,18BRL,21.07
18BRL04703,1.23,1.23,18BRL,21.07
18BRL04708,0.43,0.43,18BRL,21.07
18BRL04709,2.36,2.36,18BRL,21.07
18BRL04710,1.44,1.44,18BRL,21.07
18BRL04712,1.62,1.62,18BRL,21.07
18BRL04713,2.53,2.53,18BRL,21.07
18BRL04719,2.77,2.77,18BRL,21.07
18BGL02173,14.49,14.49,18BGL,21.07
18BRL04717,0.97,0.97,18BRL,21.07
18BRL04715,1.94,1.94,18BRL,21.07
18BRL04720,1.07,1.07,18BRL,21.07
18BRL04716,1.73,1.73,18BRL,21.07
18BRL04722,1.9,1.9,18BRL,21.07
18BRL04723,1.53,1.53,18BRL,21.07
18BGL02174,15.57,15.57,18BGL,21.07
18BRL04725,1.16,1.16,18BRL,21.07
18BRL04727,2.81,2.81,18BRL,21.07
18BRL04728,1.46,1.46,18BRL,21.07
18BRL04729,2.64,2.64,18BRL,21.07
18BRL04730,3.85,3.85,18BRL,21.07
18BRL04731,1.61,1.61,18BRL,21.07
18BRL04732,1.04,1.04,18BRL,21.07
18BRL04733,0.8,0.8,18BRL,21.07
18BGL02175,8.49,8.49,18BGL,21.07
18BRL04736,6.65,6.65,18BRL,21.07
18BRL04735,1.28,1.28,18BRL,21.07
18BRL04737,1.31,1.31,18BRL,21.07
18BRL04740,1.19,1.19,18BRL,21.07
18BRL04743,1.39,1.39,18BRL,21.07
18BRL04750,2.42,2.42,18BRL,21.07
18BRL04751,1.92,1.92,18BRL,21.07
18BRL04753,2.63,2.63,18BRL,21.07
18CHN14885,1.47,1.47,18CHN,19
18CHN14888,1.21,1.21,18CHN,19
18CHN14889,1.47,1.47,18CHN,19
18CHN14890,1.05,1.05,18CHN,19
18CHN14894,31.12,31.12,18CHN,19
18ERS15734,6.38,6.38,18ERS,19
18ERS15736,1.46,1.46,18ERS,19
18CHN14897,25.64,25.64,18CHN,17
18ERS15738,0.85,0.85,18ERS,19
18ERS15745,5.54,5.54,18ERS,17
18RNG09096,4.74,4.74,18RNG,21.07
18RNG09095,1.89,1.89,18RNG,21.07
18RNG09098,2.02,2.02,18RNG,21.07
18RNG09097,6.26,6.26,18RNG,21.07
18BGL02180,23.64,23.64,18BGL,21.07
18RNG09099,8.76,8.76,18RNG,21.07
18RNG09100,3.58,3.58,18RNG,21.07
18RNG09101,1.84,1.84,18RNG,21.07
18RNG09102,1.13,1.13,18RNG,21.07
18RNG09104,4.3,4.3,18RNG,21.07
18RNG09108,3.72,3.72,18RNG,19
18RNG09103,1.89,1.89,18RNG,21.07
18RNG09106,2.27,2.27,18RNG,21.07
18RNG09109,3.12,3.12,18RNG,19
18RNG09113,2.72,2.72,18RNG,19
18RNG09114,2.5,2.5,18RNG,19
18RNG09116,5.35,5.35,18RNG,19
18RNG09119,3.99,3.99,18RNG,19
18RNG09123,4.55,4.55,18RNG,19
18RNG09125,4.3,4.3,18RNG,19
18RNG09131,3.73,3.73,18RNG,19
18RNG09136,0.56,0.56,18RNG,19
18RNG09137,0.54,0.54,18RNG,19
18BGL02129,6.85,6.85,18BGL,21.07
18BGL02185,14.63,14.63,18BGL,21.07
18RNG09141,0.81,0.81,18RNG,19
18RNG09143,0.84,0.84,18RNG,19
18RNG09144,0.64,0.64,18RNG,19
18BGL02186,35.28,35.28,18BGL,21.07
18RNG09151,3.42,3.42,18RNG,21.07
18RNG09152,3.88,3.88,18RNG,21.07
18RNG09156,5.15,5.15,18RNG,21.07
18RNG09153,3.54,3.54,18RNG,21.07
18RNG09155,4.06,4.06,18RNG,21.07
21BGL00066,17.89,17.89,21KBGL,14.62
21BGL00070,15.86,15.86,21KBGL,14.62
21BGL00068,12.39,12.39,21KBGL,14.62
21BGL00072,11.18,11.18,21KBGL,14.62
21BGL00075,10.43,10.43,21KBGL,14.62
21BGL00074,13.73,13.73,21KBGL,14.62
21BGL00073,12.25,12.25,21KBGL,14.62
21BGL00076,17.69,17.69,21KBGL,14.62
21BGL00078,17.71,17.71,21KBGL,14.62
21BGL00079,14.01,14.01,21KBGL,14.62
21BGL00080,17,17,21KBGL,14.62
21BGL00081,16.4,16.4,21KBGL,14.62
21BGL00082,13.2,13.2,21KBGL,14.62
21BGL00084,8.12,8.12,21KBGL,14.62
21BGL00085,10.01,10.01,21KBGL,14.62
21BGL00086,11.85,11.85,21KBGL,14.62
21BGL00087,17.69,17.69,21KBGL,14.62
18BGL02189,14.59,14.59,18BGL,21.07
21BGL00088,13.11,13.11,21KBGL,14.62
21BGL00090,8.06,8.06,21KBGL,14.62
21BGL00089,17.77,17.77,21KBGL,14.62
21BGL00091,7.13,7.13,21KBGL,14.62
21BGL00097,16.23,16.23,21KBGL,14.62
21BGL00096,10.64,10.64,21KBGL,14.62
21BGL00094,15.77,15.77,21KBGL,14.62
21BGL00095,11.71,11.71,21KBGL,14.62
21BGL00099,16,16,21KBGL,14.62
21BGL00100,9.72,9.72,21KBGL,14.62
21BGL00102,13.48,13.48,21KBGL,14.62
21BGL00103,27.65,27.65,21KBGL,14.62
21BGL00106,19.59,19.59,21KBGL,14.62
21BGL00107,12.57,12.57,21KBGL,14.62
21BGL00108,8.07,8.07,21KBGL,14.62
18BGL02191,6.3,6.3,18BGL,21.07
21BGL00110,8.58,8.58,21KBGL,14.62
21BGL00115,9.29,9.29,21KBGL,14.62
21RNG01905,4.67,4.67,21KRNG,14.62
21RNG01910,5.1,5.1,21KRNG,14.62
21RNG01908,1.48,1.48,21KRNG,14.62
18BGL02192,18.37,18.37,18BGL,21.07
21RNG01906,1.98,1.98,21KRNG,14.62
21RNG01911,4.98,4.98,21KRNG,14.62
21RNG01912,2.03,2.03,21KRNG,14.62
21RNG01913,5.14,5.14,21KRNG,14.62
21RNG01917,2.65,2.65,21KRNG,14.62
18BGL02130,18.85,18.85,18BGL,21.07
18BGL02197,17.39,17.39,18BGL,21.07
18BGL02199,13.94,13.94,18BGL,21.07
18BGL02200,7.95,7.95,18BGL,21.07
18BGL02202,9.86,9.86,18BGL,21.07
18BGL02201,8.76,8.76,18BGL,21.07
18BGL02203,13.55,13.55,18BGL,21.07
18BGL02204,11.78,11.78,18BGL,21.07
18BGL02131,7.46,7.46,18BGL,21.07
18BGL02206,6.6,6.6,18BGL,21.07
18BGL02207,10.37,10.37,18BGL,21.07
18BGL02208,8.25,8.25,18BGL,21.07
18BGL02209,9.05,9.05,18BGL,21.07
18BGL02211,9.27,9.27,18BGL,21.07
18BGL02212,13.4,13.4,18BGL,21.07
18BGL02214,11.21,11.21,18BGL,21.07
18BGL02132,23.89,23.89,18BGL,21.07
18BGL02216,10.73,10.73,18BGL,21.07
18BGL02215,21.51,21.51,18BGL,21.07
18BGL02217,8.21,8.21,18BGL,21.07
18BGL02219,7.56,7.56,18BGL,21.07
18BGL02223,8.43,8.43,18BGL,21.07
18BGL02221,12.84,12.84,18BGL,21.07
18BGL02224,2.38,2.38,18BGL,21.07
18BRL04754,2.29,2.29,18BRL,21.07
18BRL04755,0.77,0.77,18BRL,21.07
18BRL04757,3.35,3.35,18BRL,21.07
18BRL04758,6.7,6.7,18BRL,21.07
18BRL04760,2.89,2.89,18BRL,21.07
18BRL04762,2.8,2.8,18BRL,21.07
18BRL04763,7.01,7.01,18BRL,21.07
18BRL04764,2.99,2.99,18BRL,21.07
18BRL04766,1.64,1.64,18BRL,21.07
18BRL04770,2.99,2.99,18BRL,21.07
18BRL04768,0.86,0.86,18BRL,21.07
18BRL04767,1.88,1.88,18BRL,21.07
18BRL04769,3.38,3.38,18BRL,21.07
18BRL04772,1.17,1.17,18BRL,21.07
18BRL04771,1.68,1.68,18BRL,21.07
18BRL04773,2.39,2.39,18BRL,21.07
18BRL04774,2.22,2.22,18BRL,21.07
18BRL04775,3.77,3.77,18BRL,21.07
18BRL04776,2.03,2.03,18BRL,21.07
18BRL04778,2.5,2.5,18BRL,21.07
18BRL04779,7.18,7.18,18BRL,21.07
18BRL04780,1.99,1.99,18BRL,21.07
18BRL04781,3.43,3.43,18BRL,21.07
18BRL04782,3.66,3.66,18BRL,21.07
21BRL00953,4.92,4.92,21KBRL,14.62
21BRL00954,10.32,10.32,21KBRL,14.62
21BRL00956,14.42,14.42,21KBRL,14.62
21BRL00957,17.6,17.6,21KBRL,14.62
21BRL00958,11.1,11.1,21KBRL,14.62
21BRL00962,11.29,11.29,21KBRL,14.62
21BRL00963,11.87,11.87,21KBRL,14.62
21BRL00964,10.08,10.08,21KBRL,14.62
21BRL00967,1.63,1.63,21KBRL,14.62
21BRL00969,7,7,21KBRL,14.62
21BRL00968,0.85,0.85,21KBRL,14.62
21BRL00970,15.79,15.79,21KBRL,14.62
21BRL00971,1.52,1.52,21KBRL,14.62
21BRL00972,15.07,15.07,21KBRL,14.62
21BRL00973,6.36,6.36,21KBRL,14.62
21BRL00974,13.4,13.4,21KBRL,14.62
21BRL00976,19.58,19.58,21KBRL,14.62
21BRL00979,4.29,4.29,21KBRL,14.62
21BRL00981,4.3,4.3,21KBRL,14.62
21BRL00982,6.45,6.45,21KBRL,14.62
21BRL00983,8.94,8.94,21KBRL,14.62
21BRL00984,10.94,10.94,21KBRL,14.62
21BRL00986,2.02,2.02,21KBRL,14.62
21BRL00989,5.83,5.83,21KBRL,14.62
21BRL00990,3.06,3.06,21KBRL,14.62
21BRL00992,15.45,15.45,21KBRL,14.62
21BRL00991,2.67,2.67,21KBRL,14.62
21BRL00993,4.51,4.51,21KBRL,14.62
21BRL00995,10.04,10.04,21KBRL,14.62
21BRL00996,9.62,9.62,21KBRL,14.62
21BRL00997,3.97,3.97,21KBRL,14.62
21BRL00998,15,15,21KBRL,14.62
21BRL01000,4.04,4.04,21KBRL,14.62
21BRL00999,52.2,52.2,21KBRL,14.62
21BRL01002,9.69,9.69,21KBRL,14.62
21BRL01006,4.17,4.17,21KBRL,14.62
21BRL01005,5.57,5.57,21KBRL,14.62
21BRL01009,12.8,12.8,21KBRL,14.62
21BRL01011,8.66,8.66,21KBRL,14.62
21BRL01012,6.34,6.34,21KBRL,14.62
21BRL01013,2.46,2.46,21KBRL,14.62
21BRL01015,13.8,13.8,21KBRL,14.62
21BRL01016,16.38,16.38,21KBRL,14.62
21BRL01017,14.85,14.85,21KBRL,14.62
21BRL01018,11.37,11.37,21KBRL,14.62
21BRL01019,7.56,7.56,21KBRL,14.62
21BRL01020,13.58,13.58,21KBRL,14.62
21BRL01021,4.56,4.56,21KBRL,14.62
21BRL01022,4.2,4.2,21KBRL,14.62
21BRL01023,13.22,13.22,21KBRL,14.62
21BRL01024,5.77,5.77,21KBRL,14.62
21BRL01026,13.23,13.23,21KBRL,14.62
21BRL01027,6.86,6.86,21KBRL,14.62
21BRL01028,4.72,4.72,21KBRL,14.62
18BRL04784,0.83,0.83,18BRL,21.07
21BRL01065,1.32,1.32,21KBRL,14.62
21BRL01064,1.11,1.11,21KBRL,14.62
21BRL01062,0.95,0.95,21KBRL,14.62
21BRL01061,6.68,6.68,21KBRL,14.62
21BRL01059,1.45,1.45,21KBRL,14.62
21BRL01060,3.43,3.43,21KBRL,14.62
21BRL01057,0.87,0.87,21KBRL,14.62
21BRL01058,1.22,1.22,21KBRL,14.62
21BRL01054,1.47,1.47,21KBRL,14.62
21BRL01052,2.92,2.92,21KBRL,14.62
21BRL01050,3.03,3.03,21KBRL,14.62
21BRL01049,0.72,0.72,21KBRL,14.62
21BRL01047,0.98,0.98,21KBRL,14.62
21BRL01046,2.06,2.06,21KBRL,14.62
21BRL01048,2.97,2.97,21KBRL,14.62
21BRL01044,0.9,0.9,21KBRL,14.62
21BRL01045,3.7,3.7,21KBRL,14.62
21BRL01039,1.36,1.36,21KBRL,14.62
21BRL01041,1.47,1.47,21KBRL,14.62
21BRL01037,1.52,1.52,21KBRL,14.62
21BRL01038,1.54,1.54,21KBRL,14.62
21BRL01036,2.29,2.29,21KBRL,14.62
21BRL01033,1.16,1.16,21KBRL,14.62
21BRL01032,2.84,2.84,21KBRL,14.62
21BRL01030,1.3,1.3,21KBRL,14.62
21BRL01031,1.58,1.58,21KBRL,14.62
18RNG09210,4.22,4.22,18RNG,11
18RNG09209,3.88,3.88,18RNG,11
18RNG09208,2.84,2.84,18RNG,21
18RNG09204,3.43,3.43,18RNG,21
18RNG09203,4.7,4.7,18RNG,21
18RNG09202,3.74,3.74,18RNG,21
18RNG09201,5.57,5.57,18RNG,21
18RNG09199,4.58,4.58,18RNG,21
18RNG09200,2.89,2.89,18RNG,21
18RNG09198,3.65,3.65,18RNG,21
18RNG09194,3.3,3.3,18RNG,21
18RNG09197,3.46,3.46,18RNG,21
18RNG09192,4.12,4.12,18RNG,21
18RNG09186,2.27,2.27,18RNG,21
18RNG09187,3.67,3.67,18RNG,21
18RNG09183,4.75,4.75,18RNG,21
18RNG09181,3.19,3.19,18RNG,21
18RNG09180,3.06,3.06,18RNG,21
18RNG09177,5.93,5.93,18RNG,21
18RNG09175,5.04,5.04,18RNG,21
18RNG09174,2.87,2.87,18RNG,21
18RNG09171,2.12,2.12,18RNG,21
18RNG09169,2.74,2.74,18RNG,21
18RNG09166,2.63,2.63,18RNG,21
18RNG09168,4.47,4.47,18RNG,21
18RNG09167,3.1,3.1,18RNG,21
18RNG09164,3.94,3.94,18RNG,21
18RNG09162,6.61,6.61,18RNG,21
18RNG09158,5.14,5.14,18RNG,21
18PND15565,2.12,2.12,18PND,21
18PND15564,2.05,2.05,18PND,21
18PND15563,2.89,2.89,18PND,21
18PND15562,2.43,2.43,18PND,21
18PND15558,1.01,1.01,18PND,21
18PND15556,2.85,2.85,18PND,21
18PND15553,1.98,1.98,18PND,21
18PND15552,1.33,1.33,18PND,21
18PND15549,1.13,1.13,18PND,21
18PND15546,2.68,2.68,18PND,21
18ERS15767,1.4,1.4,18ERS,21
18ERS15766,2.31,2.31,18ERS,21
18ERS15764,1.44,1.44,18ERS,21
18ERS15757,2.29,2.29,18ERS,21
18ERS15755,3.65,3.65,18ERS,21
18ERS15753,1.41,1.41,18ERS,21
18ERS15748,2.19,2.19,18ERS,21
18ERS15749,2.33,2.33,18ERS,21
18CHN14907,9.49,9.49,18CHN,21
18CHN14909,8.34,8.34,18CHN,21
18CHN14903,9.28,9.28,18CHN,21
18CHN14902,9.15,9.15,18CHN,21
18CHN14900,10.01,10.01,18CHN,21
18CHN14899,6.37,6.37,18CHN,21
18BRL04923,2.44,2.44,18BRL,21
18BRL04925,2.54,2.54,18BRL,21
18BRL04927,5.93,5.93,18BRL,21
18BRL04924,2.6,2.6,18BRL,21
18BRL04926,1.98,1.98,18BRL,21
18BRL04922,2,2,18BRL,21
18BRL04921,2.08,2.08,18BRL,21
18BRL04920,2.44,2.44,18BRL,21
18BRL04918,2.21,2.21,18BRL,21
18BRL04916,3.72,3.72,18BRL,21
18BRL04914,7.8,7.8,18BRL,21
18BRL04915,15.37,15.37,18BRL,21
18BRL04913,3.64,3.64,18BRL,21
18BRL04908,3.7,3.7,18BRL,21
18BRL04906,14.33,14.33,18BRL,21
18BRL04902,2.32,2.32,18BRL,21
18BRL04898,13.88,13.88,18BRL,21
18BRL04895,4.75,4.75,18BRL,21
18BRL04889,6.9,6.9,18BRL,21
18BRL04887,4.01,4.01,18BRL,21
18BRL04888,3.72,3.72,18BRL,21
18BRL04886,1.17,1.17,18BRL,21.07
18BRL04885,0.51,0.51,18BRL,21.07
18BRL04884,1.15,1.15,18BRL,21.07
18BRL04880,2.26,2.26,18BRL,21.07
18BRL04878,3.16,3.16,18BRL,21.07
18BRL04877,1.73,1.73,18BRL,21.07
18BRL04876,2.56,2.56,18BRL,21.07
18BRL04875,1.75,1.75,18BRL,21.07
18BRL04874,0.84,0.84,18BRL,21.07
18BRL04873,1.5,1.5,18BRL,21.07
18BRL04872,1.67,1.67,18BRL,21.07
18BRL04871,1.87,1.87,18BRL,21.07
18BRL04870,1.9,1.9,18BRL,21.07
18BRL04869,1.15,1.15,18BRL,21.07
18BRL04868,1.06,1.06,18BRL,21.07
18BRL04867,1.4,1.4,18BRL,21.07
18BRL04866,1.66,1.66,18BRL,21.07
18BRL04865,1.76,1.76,18BRL,21.07
18BRL04863,0.86,0.86,18BRL,21.07
18BRL04864,1.91,1.91,18BRL,21.07
18BRL04860,1.75,1.75,18BRL,21.07
18BRL04861,2.17,2.17,18BRL,21.07
18BRL04859,2,2,18BRL,21.07
18BRL04857,1.23,1.23,18BRL,21.07
